filename, language, Properties, Markdown, JSON, HTML, SCSS, JavaScript, JavaScript React, XML, comment, blank, total
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\ListGroups\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Navbars\Navbars.js, JavaScript, 0, 0, 0, 0, 0, 111, 0, 0, 0, 7, 118
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Navbars\Navbars.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Navbars\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Navs\Navs.js, JavaScript, 0, 0, 0, 0, 0, 153, 0, 0, 0, 6, 159
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Navs\Navs.test.js, JavaScript, 0, 0, 0, 0, 0, 18, 0, 0, 0, 2, 20
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Navs\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Paginations\Paginations.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Paginations\Pagnations.js, JavaScript, 0, 0, 0, 0, 0, 174, 0, 0, 0, 4, 178
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Paginations\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Popovers\Popovers.js, JavaScript, 0, 0, 0, 0, 0, 98, 0, 0, 0, 11, 109
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Popovers\Popovers.test.js, JavaScript, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 11
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Popovers\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\ProgressBar\ProgressBar.js, JavaScript, 0, 0, 0, 0, 0, 163, 0, 0, 0, 4, 167
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\ProgressBar\ProgressBar.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\ProgressBar\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Switches\Switches.js, JavaScript, 0, 0, 0, 0, 0, 483, 0, 0, 0, 12, 495
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Switches\Switches.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Switches\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Tables\Tables.js, JavaScript, 0, 0, 0, 0, 0, 384, 0, 0, 0, 10, 394
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Tables\Tables.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Tables\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Tabs\Tabs.js, JavaScript, 0, 0, 0, 0, 0, 175, 0, 0, 0, 9, 184
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Tabs\Tabs.test.js, JavaScript, 0, 0, 0, 0, 0, 20, 0, 0, 0, 2, 22
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Tabs\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Tooltips\Tooltips.js, JavaScript, 0, 0, 0, 0, 0, 124, 0, 0, 0, 11, 135
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Tooltips\Tooltips.test.js, JavaScript, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 11
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\Tooltips\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Base\index.js, JavaScript, 0, 0, 0, 0, 0, 20, 0, 0, 0, 3, 23
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\BrandButtons\BrandButtons.js, JavaScript, 0, 0, 0, 0, 0, 319, 0, 0, 0, 6, 325
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\BrandButtons\BrandButtons.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\BrandButtons\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\ButtonDropdowns\ButtonDropdowns.js, JavaScript, 0, 0, 0, 0, 0, 284, 0, 0, 0, 7, 291
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\ButtonDropdowns\ButtonDropdowns.test.js, JavaScript, 0, 0, 0, 0, 0, 18, 0, 0, 0, 3, 21
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\ButtonDropdowns\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\ButtonGroups\ButtonGroups.js, JavaScript, 0, 0, 0, 0, 0, 186, 0, 0, 0, 7, 193
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\ButtonGroups\ButtonGroups.test.js, JavaScript, 0, 0, 0, 0, 0, 18, 0, 0, 0, 2, 20
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\ButtonGroups\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\Buttons\Buttons.js, JavaScript, 0, 0, 0, 0, 0, 667, 0, 0, 0, 3, 670
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\Buttons\Buttons.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\Buttons\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Buttons\index.js, JavaScript, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 9
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Charts\Charts.js, JavaScript, 0, 0, 0, 0, 0, 246, 0, 0, 0, 10, 256
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Charts\Charts.test.js, JavaScript, 0, 0, 0, 0, 0, 16, 0, 0, 0, 2, 18
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Charts\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Dashboard\Dashboard.js, JavaScript, 0, 0, 0, 0, 0, 1078, 0, 0, 8, 44, 1130
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Dashboard\Dashboard.test.js, JavaScript, 0, 0, 0, 0, 0, 1, 0, 0, 16, 5, 22
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Dashboard\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\CoreUIIcons\CoreUIIcons.js, JavaScript, 0, 0, 0, 0, 0, 425, 0, 0, 0, 4, 429
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\CoreUIIcons\CoreUIIcons.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\CoreUIIcons\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\Flags\Flags.js, JavaScript, 0, 0, 0, 0, 0, 1020, 0, 0, 0, 3, 1023
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\Flags\Flags.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\Flags\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\FontAwesome\FontAwesome.js, JavaScript, 0, 0, 0, 0, 0, 2839, 0, 0, 0, 864, 3703
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\FontAwesome\FontAwesome.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\FontAwesome\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\SimpleLineIcons\SimpleLineIcons.js, JavaScript, 0, 0, 0, 0, 0, 569, 0, 0, 0, 187, 756
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\SimpleLineIcons\SimpleLineIcons.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\SimpleLineIcons\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Icons\index.js, JavaScript, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 9
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Notifications\Alerts\Alerts.js, JavaScript, 0, 0, 0, 0, 0, 140, 0, 0, 0, 7, 147
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Notifications\Alerts\Alerts.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Notifications\Alerts\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Notifications\Badges\Badges.js, JavaScript, 0, 0, 0, 0, 0, 85, 0, 0, 0, 3, 88
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Notifications\Badges\Badges.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Notifications\Badges\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Notifications\Modals\Modals.js, JavaScript, 0, 0, 0, 0, 0, 211, 0, 0, 0, 23, 234
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Notifications\Modals\Modals.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Notifications\Modals\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Notifications\index.js, JavaScript, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Login\Login.js, JavaScript, 0, 0, 0, 0, 0, 93, 0, 0, 0, 13, 106
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Login\Login.test.js, JavaScript, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 11
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Login\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Page404\Page404.js, JavaScript, 0, 0, 0, 0, 0, 33, 0, 0, 0, 3, 36
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Page404\Page404.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Page404\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Page500\Page500.js, JavaScript, 0, 0, 0, 0, 0, 33, 0, 0, 0, 3, 36
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Page500\Page500.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Page500\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Register\Register.js, JavaScript, 0, 0, 0, 0, 0, 66, 0, 0, 0, 3, 69
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Register\Register.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\Register\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Pages\index.js, JavaScript, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 8
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Theme\Colors\Colors.js, JavaScript, 0, 0, 0, 0, 0, 169, 0, 0, 4, 12, 185
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Theme\Colors\Colors.test.js, JavaScript, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Theme\Colors\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Theme\Typography\Typography.js, JavaScript, 0, 0, 0, 0, 0, 164, 0, 0, 0, 7, 171
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Theme\Typography\Typography.test.js, JavaScript, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Theme\Typography\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Theme\index.js, JavaScript, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Users\User.js, JavaScript, 0, 0, 0, 0, 0, 39, 0, 0, 0, 8, 47
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Users\User.test.js, JavaScript, 0, 0, 0, 0, 0, 13, 0, 0, 0, 3, 16
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Users\Users.js, JavaScript, 0, 0, 0, 0, 0, 61, 0, 0, 0, 10, 71
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Users\Users.test.js, JavaScript, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 11
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Users\UsersData.js, JavaScript, 0, 0, 0, 0, 0, 30, 0, 0, 0, 2, 32
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Users\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Widgets\Widget01.js, JavaScript, 0, 0, 0, 0, 0, 52, 0, 0, 2, 10, 64
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Widgets\Widget02.js, JavaScript, 0, 0, 0, 0, 0, 64, 0, 0, 1, 11, 76
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Widgets\Widget03.js, JavaScript, 0, 0, 0, 0, 0, 52, 0, 0, 2, 12, 66
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Widgets\Widget04.js, JavaScript, 0, 0, 0, 0, 0, 53, 0, 0, 1, 9, 63
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Widgets\Widgets.js, JavaScript, 0, 0, 0, 0, 0, 225, 0, 0, 1, 7, 233
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Widgets\Widgets.test.js, JavaScript, 0, 0, 0, 0, 0, 11, 0, 0, 0, 2, 13
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\Widgets\package.json, JSON, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 7
c:\Users\User\Desktop\Programavimas\Sneakybox\SneakyBox-Sentio-Project\front-end sentio\coreui\src\views\index.js, JavaScript, 0, 0, 0, 0, 0, 66, 0, 0, 0, 4, 70
Total, -, 11, 2382, 19879, 30, 125, 15912, 1442, 59, 248, 2945, 43033
